"GEO_ID","NAME","B25085_001E","B25085_001EA","B25085_001M","B25085_001MA","B25085_002E","B25085_002EA","B25085_002M","B25085_002MA","B25085_003E","B25085_003M","B25085_003MA","B25085_003EA","B25085_004E","B25085_004M","B25085_004MA","B25085_004EA","B25085_005E","B25085_005M","B25085_005MA","B25085_005EA","B25085_006E","B25085_006EA","B25085_006M","B25085_006MA","B25085_007E","B25085_007EA","B25085_007M","B25085_007MA","B25085_008E","B25085_008M","B25085_008MA","B25085_008EA","B25085_009E","B25085_009M","B25085_009MA","B25085_009EA","B25085_010E","B25085_010M","B25085_010MA","B25085_010EA","B25085_011E","B25085_011EA","B25085_011M","B25085_011MA","B25085_012E","B25085_012EA","B25085_012M","B25085_012MA","B25085_013E","B25085_013M","B25085_013MA","B25085_013EA","B25085_014E","B25085_014M","B25085_014MA","B25085_014EA","B25085_015E","B25085_015M","B25085_015MA","B25085_015EA","B25085_016E","B25085_016EA","B25085_016M","B25085_016MA","B25085_017E","B25085_017EA","B25085_017M","B25085_017MA","B25085_018E","B25085_018EA","B25085_018M","B25085_018MA","B25085_019E","B25085_019M","B25085_019MA","B25085_019EA","B25085_020E","B25085_020EA","B25085_020M","B25085_020MA","B25085_021E","B25085_021M","B25085_021MA","B25085_021EA","B25085_022E","B25085_022M","B25085_022MA","B25085_022EA","B25085_023E","B25085_023EA","B25085_023M","B25085_023MA","B25085_024E","B25085_024EA","B25085_024M","B25085_024MA","B25085_025E","B25085_025EA","B25085_025M","B25085_025MA","B25085_026E","B25085_026M","B25085_026MA","B25085_026EA","B25085_027E","B25085_027M","B25085_027MA","B25085_027EA",
"0500000US05023","Cleburne County, Arkansas","377","null","130","null","0","null","23","null","9","15","null","null","0","23","null","null","0","23","null","null","34","null","38","null","6","null","9","null","6","11","null","null","0","23","null","null","8","15","null","null","0","null","23","null","0","null","23","null","0","23","null","null","0","23","null","null","102","78","null","null","87","null","65","null","0","null","23","null","4","null","8","null","21","25","null","null","40","null","45","null","60","56","null","null","0","23","null","null","0","null","23","null","0","null","23","null","0","null","23","null","0","23","null","null","0","23","null","null",
"0500000US05025","Cleveland County, Arkansas","25","null","23","null","7","null","11","null","0","17","null","null","0","17","null","null","0","17","null","null","0","null","17","null","0","null","17","null","0","17","null","null","0","17","null","null","6","10","null","null","0","null","17","null","12","null","18","null","0","17","null","null","0","17","null","null","0","17","null","null","0","null","17","null","0","null","17","null","0","null","17","null","0","17","null","null","0","null","17","null","0","17","null","null","0","17","null","null","0","null","17","null","0","null","17","null","0","null","17","null","0","17","null","null","0","17","null","null",
"0500000US05027","Columbia County, Arkansas","287","null","175","null","0","null","23","null","0","23","null","null","0","23","null","null","0","23","null","null","38","null","57","null","0","null","23","null","0","23","null","null","0","23","null","null","0","23","null","null","0","null","23","null","0","null","23","null","0","23","null","null","50","77","null","null","4","9","null","null","68","null","91","null","60","null","92","null","0","null","23","null","39","59","null","null","0","null","23","null","28","44","null","null","0","23","null","null","0","null","23","null","0","null","23","null","0","null","23","null","0","23","null","null","0","23","null","null",
"0500000US05029","Conway County, Arkansas","218","null","105","null","0","null","23","null","0","23","null","null","0","23","null","null","0","23","null","null","0","null","23","null","21","null","36","null","28","39","null","null","0","23","null","null","0","23","null","null","80","null","82","null","0","null","23","null","0","23","null","null","21","31","null","null","0","23","null","null","12","null","18","null","17","null","22","null","0","null","23","null","0","23","null","null","0","null","23","null","39","46","null","null","0","23","null","null","0","null","23","null","0","null","23","null","0","null","23","null","0","23","null","null","0","23","null","null",
"0500000US05031","Craighead County, Arkansas","741","null","226","null","114","null","92","null","25","40","null","null","19","53","null","null","0","29","null","null","0","null","29","null","0","null","29","null","101","91","null","null","9","14","null","null","0","29","null","null","0","null","29","null","40","null","38","null","0","29","null","null","0","29","null","null","112","100","null","null","16","null","27","null","9","null","16","null","93","null","91","null","67","108","null","null","101","null","90","null","15","24","null","null","0","29","null","null","20","null","32","null","0","null","29","null","0","null","29","null","0","29","null","null","0","29","null","null",
"0500000US05033","Crawford County, Arkansas","255","null","124","null","0","null","29","null","6","10","null","null","4","8","null","null","0","29","null","null","0","null","29","null","0","null","29","null","0","29","null","null","39","43","null","null","0","29","null","null","40","null","53","null","0","null","29","null","0","29","null","null","0","29","null","null","46","53","null","null","19","null","27","null","29","null","41","null","12","null","12","null","0","29","null","null","18","null","28","null","42","66","null","null","0","29","null","null","0","null","29","null","0","null","29","null","0","null","29","null","0","29","null","null","0","29","null","null",
"0500000US05035","Crittenden County, Arkansas","225","null","108","null","36","null","47","null","0","26","null","null","16","27","null","null","0","26","null","null","15","null","22","null","0","null","26","null","22","34","null","null","35","39","null","null","8","12","null","null","5","null","8","null","0","null","26","null","0","26","null","null","0","26","null","null","40","48","null","null","26","null","41","null","0","null","26","null","22","null","35","null","0","26","null","null","0","null","26","null","0","26","null","null","0","26","null","null","0","null","26","null","0","null","26","null","0","null","26","null","0","26","null","null","0","26","null","null",
"0500000US05037","Cross County, Arkansas","179","null","97","null","7","null","11","null","0","19","null","null","0","19","null","null","41","52","null","null","0","null","19","null","0","null","19","null","0","19","null","null","5","9","null","null","0","19","null","null","0","null","19","null","0","null","19","null","0","19","null","null","0","19","null","null","0","19","null","null","40","null","48","null","0","null","19","null","54","null","68","null","0","19","null","null","32","null","48","null","0","19","null","null","0","19","null","null","0","null","19","null","0","null","19","null","0","null","19","null","0","19","null","null","0","19","null","null",
"0500000US05039","Dallas County, Arkansas","136","null","74","null","0","null","17","null","0","17","null","null","0","17","null","null","36","44","null","null","0","null","17","null","0","null","17","null","0","17","null","null","0","17","null","null","0","17","null","null","51","null","41","null","0","null","17","null","0","17","null","null","0","17","null","null","0","17","null","null","24","null","39","null","0","null","17","null","25","null","37","null","0","17","null","null","0","null","17","null","0","17","null","null","0","17","null","null","0","null","17","null","0","null","17","null","0","null","17","null","0","17","null","null","0","17","null","null",
"0500000US05041","Desha County, Arkansas","82","null","59","null","5","null","8","null","0","19","null","null","0","19","null","null","30","32","null","null","0","null","19","null","0","null","19","null","0","19","null","null","0","19","null","null","0","19","null","null","0","null","19","null","0","null","19","null","0","19","null","null","0","19","null","null","0","19","null","null","15","null","22","null","0","null","19","null","0","null","19","null","0","19","null","null","15","null","25","null","0","19","null","null","0","19","null","null","0","null","19","null","17","null","26","null","0","null","19","null","0","19","null","null","0","19","null","null",
"0500000US05043","Drew County, Arkansas","164","null","120","null","13","null","22","null","0","19","null","null","0","19","null","null","5","10","null","null","30","null","46","null","0","null","19","null","0","19","null","null","0","19","null","null","0","19","null","null","97","null","92","null","0","null","19","null","0","19","null","null","0","19","null","null","0","19","null","null","0","null","19","null","0","null","19","null","14","null","23","null","0","19","null","null","0","null","19","null","5","10","null","null","0","19","null","null","0","null","19","null","0","null","19","null","0","null","19","null","0","19","null","null","0","19","null","null",
"0500000US05045","Faulkner County, Arkansas","633","null","274","null","26","null","31","null","0","29","null","null","0","29","null","null","0","29","null","null","0","null","29","null","0","null","29","null","25","42","null","null","0","29","null","null","0","29","null","null","18","null","27","null","0","null","29","null","0","29","null","null","63","66","null","null","67","56","null","null","52","null","44","null","44","null","59","null","148","null","142","null","34","34","null","null","0","null","29","null","10","15","null","null","146","180","null","null","0","null","29","null","0","null","29","null","0","null","29","null","0","29","null","null","0","29","null","null",
