"GEO_ID","NAME","B05001_001E","B05001_001M","B05001_001MA","B05001_001EA","B05001_002E","B05001_002M","B05001_002MA","B05001_002EA","B05001_003E","B05001_003EA","B05001_003M","B05001_003MA","B05001_004E","B05001_004M","B05001_004MA","B05001_004EA","B05001_005E","B05001_005M","B05001_005MA","B05001_005EA","B05001_006E","B05001_006M","B05001_006MA","B05001_006EA",
"Geography","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Annotation of Margin of Error!!Total:","Annotation of Estimate!!Total:","Estimate!!Total:!!U.S. citizen, born in the United States","Margin of Error!!Total:!!U.S. citizen, born in the United States","Annotation of Margin of Error!!Total:!!U.S. citizen, born in the United States","Annotation of Estimate!!Total:!!U.S. citizen, born in the United States","Estimate!!Total:!!U.S. citizen, born in Puerto Rico or U.S. Island Areas","Annotation of Estimate!!Total:!!U.S. citizen, born in Puerto Rico or U.S. Island Areas","Margin of Error!!Total:!!U.S. citizen, born in Puerto Rico or U.S. Island Areas","Annotation of Margin of Error!!Total:!!U.S. citizen, born in Puerto Rico or U.S. Island Areas","Estimate!!Total:!!U.S. citizen, born abroad of American parent(s)","Margin of Error!!Total:!!U.S. citizen, born abroad of American parent(s)","Annotation of Margin of Error!!Total:!!U.S. citizen, born abroad of American parent(s)","Annotation of Estimate!!Total:!!U.S. citizen, born abroad of American parent(s)","Estimate!!Total:!!U.S. citizen by naturalization","Margin of Error!!Total:!!U.S. citizen by naturalization","Annotation of Margin of Error!!Total:!!U.S. citizen by naturalization","Annotation of Estimate!!Total:!!U.S. citizen by naturalization","Estimate!!Total:!!Not a U.S. citizen","Margin of Error!!Total:!!Not a U.S. citizen","Annotation of Margin of Error!!Total:!!Not a U.S. citizen","Annotation of Estimate!!Total:!!Not a U.S. citizen",
"0500000US29095","Jackson County, Missouri","696216","*****","*****","null","649309","1901","null","null","854","null","290","null","4313","476","null","null","17269","1161","null","null","24471","1542","null","null",
"0500000US29097","Jasper County, Missouri","119920","*****","*****","null","113102","491","null","null","236","null","100","null","1299","333","null","null","1671","313","null","null","3612","428","null","null",
"0500000US29099","Jefferson County, Missouri","223951","*****","*****","null","218596","555","null","null","91","null","93","null","951","225","null","null","2717","393","null","null","1596","330","null","null",
"0500000US29101","Johnson County, Missouri","53682","*****","*****","null","51163","396","null","null","115","null","68","null","861","202","null","null","687","230","null","null","856","276","null","null",
"0500000US29103","Knox County, Missouri","3947","*****","*****","null","3883","29","null","null","0","null","11","null","30","21","null","null","4","3","null","null","30","24","null","null",
"0500000US29105","Laclede County, Missouri","35531","*****","*****","null","34786","164","null","null","72","null","72","null","318","117","null","null","238","94","null","null","117","77","null","null",
"0500000US29107","Lafayette County, Missouri","32597","*****","*****","null","32123","113","null","null","0","null","24","null","33","28","null","null","278","114","null","null","163","73","null","null",
"0500000US29109","Lawrence County, Missouri","38204","*****","*****","null","36854","211","null","null","22","null","31","null","151","102","null","null","226","73","null","null","951","159","null","null",
"0500000US29111","Lewis County, Missouri","9955","*****","*****","null","9848","53","null","null","0","null","16","null","29","29","null","null","35","30","null","null","43","38","null","null",
"0500000US29113","Lincoln County, Missouri","56477","*****","*****","null","55586","196","null","null","0","null","27","null","202","111","null","null","484","124","null","null","205","132","null","null",
"0500000US29115","Linn County, Missouri","12113","*****","*****","null","11894","100","null","null","5","null","8","null","99","85","null","null","68","40","null","null","47","45","null","null",
"0500000US29117","Livingston County, Missouri","15126","*****","*****","null","14958","59","null","null","0","null","18","null","55","49","null","null","28","19","null","null","85","37","null","null",
"0500000US29119","McDonald County, Missouri","22782","*****","*****","null","20729","195","null","null","69","null","73","null","192","77","null","null","269","86","null","null","1523","197","null","null",
"0500000US29121","Macon County, Missouri","15199","*****","*****","null","15026","57","null","null","0","null","18","null","24","25","null","null","47","46","null","null","102","55","null","null",
"0500000US29123","Madison County, Missouri","12179","*****","*****","null","11990","82","null","null","16","null","34","null","23","18","null","null","123","70","null","null","27","27","null","null",
"0500000US29125","Maries County, Missouri","8803","*****","*****","null","8572","117","null","null","0","null","16","null","92","71","null","null","67","78","null","null","72","53","null","null",
"0500000US29127","Marion County, Missouri","28608","*****","*****","null","28327","60","null","null","0","null","21","null","41","33","null","null","126","52","null","null","114","56","null","null",
"0500000US29129","Mercer County, Missouri","3644","*****","*****","null","3538","47","null","null","0","null","11","null","22","32","null","null","44","33","null","null","40","20","null","null",
"0500000US29131","Miller County, Missouri","25201","*****","*****","null","24773","156","null","null","3","null","6","null","145","95","null","null","86","59","null","null","194","120","null","null",
"0500000US29133","Mississippi County, Missouri","13574","*****","*****","null","13367","115","null","null","5","null","7","null","55","66","null","null","29","27","null","null","118","75","null","null",
"0500000US29135","Moniteau County, Missouri","16046","*****","*****","null","15714","152","null","null","136","null","133","null","51","34","null","null","86","54","null","null","59","52","null","null",
"0500000US29137","Monroe County, Missouri","8629","*****","*****","null","8532","33","null","null","0","null","16","null","46","28","null","null","20","13","null","null","31","21","null","null",
"0500000US29139","Montgomery County, Missouri","11487","*****","*****","null","11351","49","null","null","7","null","12","null","22","17","null","null","52","28","null","null","55","31","null","null",
"0500000US29141","Morgan County, Missouri","20271","*****","*****","null","19978","130","null","null","1","null","3","null","173","117","null","null","62","48","null","null","57","45","null","null",
"0500000US29143","New Madrid County, Missouri","17560","*****","*****","null","17363","88","null","null","25","null","34","null","72","57","null","null","33","23","null","null","67","43","null","null",
"0500000US29145","Newton County, Missouri","58180","*****","*****","null","55859","237","null","null","68","null","52","null","364","148","null","null","829","148","null","null","1060","241","null","null",
"0500000US29147","Nodaway County, Missouri","22359","*****","*****","null","21664","165","null","null","21","null","27","null","140","70","null","null","147","87","null","null","387","147","null","null",
"0500000US29149","Oregon County, Missouri","10647","*****","*****","null","10549","75","null","null","0","null","18","null","6","9","null","null","66","69","null","null","26","27","null","null",
"0500000US29151","Osage County, Missouri","13615","*****","*****","null","13548","43","null","null","3","null","5","null","49","36","null","null","11","14","null","null","4","4","null","null",
"0500000US29153","Ozark County, Missouri","9207","*****","*****","null","9087","68","null","null","0","null","16","null","41","31","null","null","61","56","null","null","18","16","null","null",
"0500000US29155","Pemiscot County, Missouri","16663","*****","*****","null","16476","71","null","null","0","null","18","null","36","29","null","null","74","82","null","null","77","54","null","null",
"0500000US29157","Perry County, Missouri","19191","*****","*****","null","18681","117","null","null","20","null","32","null","207","72","null","null","152","64","null","null","131","83","null","null",
"0500000US29159","Pettis County, Missouri","42355","*****","*****","null","39203","357","null","null","33","null","31","null","191","90","null","null","1268","271","null","null","1660","240","null","null",
"0500000US29161","Phelps County, Missouri","44630","*****","*****","null","41448","410","null","null","19","null","19","null","778","305","null","null","675","175","null","null","1710","295","null","null",
"0500000US29163","Pike County, Missouri","18455","*****","*****","null","18272","83","null","null","9","null","12","null","74","74","null","null","36","30","null","null","64","33","null","null",
"0500000US29165","Platte County, Missouri","100682","*****","*****","null","93338","747","null","null","253","null","136","null","1542","291","null","null","3063","459","null","null","2486","457","null","null",
"0500000US29167","Polk County, Missouri","31748","*****","*****","null","31283","171","null","null","51","null","49","null","79","42","null","null","242","137","null","null","93","49","null","null",
"0500000US29169","Pulaski County, Missouri","52425","*****","*****","null","46864","679","null","null","453","null","218","null","1845","501","null","null","1674","309","null","null","1589","398","null","null",
"0500000US29171","Putnam County, Missouri","4781","*****","*****","null","4736","34","null","null","0","null","11","null","14","17","null","null","20","22","null","null","11","16","null","null",
"0500000US29173","Ralls County, Missouri","10234","*****","*****","null","10124","47","null","null","17","null","20","null","12","12","null","null","50","40","null","null","31","18","null","null",
"0500000US29175","Randolph County, Missouri","24878","*****","*****","null","24436","149","null","null","4","null","7","null","106","66","null","null","255","120","null","null","77","62","null","null",
"0500000US29177","Ray County, Missouri","22875","*****","*****","null","22476","148","null","null","0","null","21","null","225","120","null","null","105","60","null","null","69","52","null","null",
"0500000US29179","Reynolds County, Missouri","6290","*****","*****","null","6259","27","null","null","0","null","16","null","5","7","null","null","19","24","null","null","7","9","null","null",
"0500000US29181","Ripley County, Missouri","13567","*****","*****","null","13393","82","null","null","0","null","18","null","73","52","null","null","80","61","null","null","21","33","null","null",
"0500000US29183","St. Charles County, Missouri","394290","*****","*****","null","375299","959","null","null","797","null","294","null","2237","299","null","null","7740","704","null","null","8217","779","null","null",
