"GEO_ID","NAME","B05001_001E","B05001_001M","B05001_001MA","B05001_001EA","B05001_002E","B05001_002M","B05001_002MA","B05001_002EA","B05001_003E","B05001_003M","B05001_003MA","B05001_003EA","B05001_004E","B05001_004EA","B05001_004M","B05001_004MA","B05001_005E","B05001_005M","B05001_005MA","B05001_005EA","B05001_006E","B05001_006M","B05001_006MA","B05001_006EA",
"Geography","Geographic Area Name","Estimate!!Total","Margin of Error!!Total","Annotation of Margin of Error!!Total","Annotation of Estimate!!Total","Estimate!!Total!!U.S. citizen, born in the United States","Margin of Error!!Total!!U.S. citizen, born in the United States","Annotation of Margin of Error!!Total!!U.S. citizen, born in the United States","Annotation of Estimate!!Total!!U.S. citizen, born in the United States","Estimate!!Total!!U.S. citizen, born in Puerto Rico or U.S. Island Areas","Margin of Error!!Total!!U.S. citizen, born in Puerto Rico or U.S. Island Areas","Annotation of Margin of Error!!Total!!U.S. citizen, born in Puerto Rico or U.S. Island Areas","Annotation of Estimate!!Total!!U.S. citizen, born in Puerto Rico or U.S. Island Areas","Estimate!!Total!!U.S. citizen, born abroad of American parent(s)","Annotation of Estimate!!Total!!U.S. citizen, born abroad of American parent(s)","Margin of Error!!Total!!U.S. citizen, born abroad of American parent(s)","Annotation of Margin of Error!!Total!!U.S. citizen, born abroad of American parent(s)","Estimate!!Total!!U.S. citizen by naturalization","Margin of Error!!Total!!U.S. citizen by naturalization","Annotation of Margin of Error!!Total!!U.S. citizen by naturalization","Annotation of Estimate!!Total!!U.S. citizen by naturalization","Estimate!!Total!!Not a U.S. citizen","Margin of Error!!Total!!Not a U.S. citizen","Annotation of Margin of Error!!Total!!Not a U.S. citizen","Annotation of Estimate!!Total!!Not a U.S. citizen",
"0500000US48443","Terrell County, Texas","862","187","null","null","757","183","null","null","0","13","null","null","76","null","76","null","0","13","null","null","29","25","null","null",
"0500000US48445","Terry County, Texas","12615","*****","*****","null","11231","253","null","null","0","21","null","null","70","null","38","null","455","175","null","null","859","201","null","null",
"0500000US48447","Throckmorton County, Texas","1567","153","null","null","1548","150","null","null","0","13","null","null","13","null","16","null","6","6","null","null","0","13","null","null",
"0500000US48449","Titus County, Texas","32730","*****","*****","null","25715","422","null","null","387","330","null","null","203","null","93","null","1636","270","null","null","4789","489","null","null",
"0500000US48451","Tom Green County, Texas","117466","*****","*****","null","107913","860","null","null","296","145","null","null","1531","null","335","null","4053","567","null","null","3673","632","null","null",
"0500000US48453","Travis County, Texas","1203166","*****","*****","null","968002","3708","null","null","3650","689","null","null","18635","null","1197","null","74040","2249","null","null","138839","4278","null","null",
"0500000US48455","Trinity County, Texas","14569","*****","*****","null","13853","240","null","null","0","21","null","null","37","null","35","null","206","82","null","null","473","238","null","null",
"0500000US48457","Tyler County, Texas","21496","*****","*****","null","20894","125","null","null","15","20","null","null","133","null","81","null","109","80","null","null","345","102","null","null",
"0500000US48459","Upshur County, Texas","40769","*****","*****","null","39079","250","null","null","0","28","null","null","260","null","121","null","372","119","null","null","1058","221","null","null",
"0500000US48461","Upton County, Texas","3634","*****","*****","null","3234","117","null","null","6","10","null","null","10","null","17","null","117","50","null","null","267","100","null","null",
"0500000US48463","Uvalde County, Texas","27009","*****","*****","null","23031","608","null","null","279","217","null","null","232","null","118","null","1405","365","null","null","2062","477","null","null",
"0500000US48465","Val Verde County, Texas","49027","*****","*****","null","36881","766","null","null","287","155","null","null","1044","null","230","null","4634","499","null","null","6181","771","null","null",
"0500000US48467","Van Zandt County, Texas","54368","*****","*****","null","51666","456","null","null","2","3","null","null","319","null","146","null","974","238","null","null","1407","334","null","null",
"0500000US48469","Victoria County, Texas","91970","*****","*****","null","85033","707","null","null","107","78","null","null","684","null","196","null","2211","365","null","null","3935","656","null","null",
"0500000US48471","Walker County, Texas","71539","*****","*****","null","64754","787","null","null","108","79","null","null","684","null","250","null","1727","421","null","null","4266","682","null","null",
"0500000US48473","Waller County, Texas","49987","*****","*****","null","42214","568","null","null","4","6","null","null","384","null","145","null","1863","332","null","null","5522","614","null","null",
"0500000US48475","Ward County, Texas","11586","*****","*****","null","10499","231","null","null","29","41","null","null","52","null","47","null","438","171","null","null","568","170","null","null",
"0500000US48477","Washington County, Texas","34796","*****","*****","null","31864","378","null","null","0","28","null","null","270","null","147","null","859","228","null","null","1803","384","null","null",
"0500000US48479","Webb County, Texas","272053","*****","*****","null","196544","2069","null","null","305","190","null","null","3804","null","497","null","20344","1096","null","null","51056","2094","null","null",
"0500000US48481","Wharton County, Texas","41551","*****","*****","null","37059","684","null","null","0","28","null","null","110","null","95","null","993","233","null","null","3389","585","null","null",
"0500000US48483","Wheeler County, Texas","5482","*****","*****","null","5006","117","null","null","17","24","null","null","17","null","16","null","66","55","null","null","376","113","null","null",
"0500000US48485","Wichita County, Texas","131818","*****","*****","null","120361","909","null","null","530","270","null","null","2016","null","349","null","3418","467","null","null","5493","746","null","null",
"0500000US48487","Wilbarger County, Texas","12906","*****","*****","null","12162","217","null","null","27","31","null","null","148","null","102","null","233","95","null","null","336","147","null","null",
"0500000US48489","Willacy County, Texas","21754","*****","*****","null","17952","504","null","null","5","8","null","null","128","null","78","null","1502","350","null","null","2167","459","null","null",
"0500000US48491","Williamson County, Texas","527057","*****","*****","null","452972","2425","null","null","1619","426","null","null","8393","null","879","null","29434","1346","null","null","34639","2111","null","null",
"0500000US48493","Wilson County, Texas","48198","*****","*****","null","45280","467","null","null","89","58","null","null","413","null","135","null","1145","301","null","null","1271","306","null","null",
"0500000US48495","Winkler County, Texas","7802","*****","*****","null","6629","255","null","null","17","25","null","null","27","null","25","null","306","126","null","null","823","240","null","null",
"0500000US48497","Wise County, Texas","64639","*****","*****","null","59362","482","null","null","180","129","null","null","427","null","164","null","1494","273","null","null","3176","535","null","null",
"0500000US48499","Wood County, Texas","43815","*****","*****","null","41817","385","null","null","35","51","null","null","357","null","161","null","543","215","null","null","1063","237","null","null",
"0500000US48501","Yoakum County, Texas","8571","*****","*****","null","6431","412","null","null","39","52","null","null","148","null","146","null","432","160","null","null","1521","436","null","null",
"0500000US48503","Young County, Texas","18114","*****","*****","null","16908","263","null","null","0","21","null","null","126","null","102","null","239","110","null","null","841","258","null","null",
"0500000US48505","Zapata County, Texas","14369","*****","*****","null","10339","663","null","null","0","21","null","null","158","null","98","null","826","238","null","null","3046","579","null","null",
"0500000US48507","Zavala County, Texas","12131","*****","*****","null","10800","450","null","null","259","359","null","null","48","null","54","null","514","197","null","null","510","188","null","null",
"0500000US49001","Beaver County, Utah","6443","*****","*****","null","6037","81","null","null","8","10","null","null","0","null","16","null","108","70","null","null","290","84","null","null",
"0500000US49003","Box Elder County, Utah","53001","*****","*****","null","50862","304","null","null","19","17","null","null","331","null","138","null","883","193","null","null","906","211","null","null",
"0500000US49005","Cache County, Utah","122336","*****","*****","null","112937","602","null","null","66","46","null","null","890","null","172","null","2917","386","null","null","5526","647","null","null",
"0500000US49007","Carbon County, Utah","20356","*****","*****","null","19639","176","null","null","2","5","null","null","90","null","43","null","234","91","null","null","391","138","null","null",
"0500000US49009","Daggett County, Utah","612","168","null","null","591","159","null","null","0","11","null","null","4","null","6","null","9","11","null","null","8","13","null","null",
"0500000US49011","Davis County, Utah","340621","*****","*****","null","320346","1136","null","null","602","181","null","null","4099","null","511","null","8428","614","null","null","7146","705","null","null",
"0500000US49013","Duchesne County, Utah","20219","*****","*****","null","19473","87","null","null","6","10","null","null","100","null","41","null","264","61","null","null","376","76","null","null",
"0500000US49015","Emery County, Utah","10248","*****","*****","null","9955","98","null","null","0","18","null","null","63","null","32","null","79","39","null","null","151","81","null","null",
"0500000US49017","Garfield County, Utah","5017","*****","*****","null","4819","76","null","null","0","16","null","null","2","null","4","null","32","30","null","null","164","73","null","null",
"0500000US49019","Grand County, Utah","9616","*****","*****","null","8661","231","null","null","0","16","null","null","119","null","92","null","183","143","null","null","653","167","null","null",
"0500000US49021","Iron County, Utah","49691","*****","*****","null","46940","450","null","null","0","24","null","null","560","null","385","null","793","212","null","null","1398","442","null","null",
"0500000US49023","Juab County, Utah","10948","*****","*****","null","10706","104","null","null","12","16","null","null","8","null","11","null","37","26","null","null","185","97","null","null",
"0500000US49025","Kane County, Utah","7350","*****","*****","null","7086","126","null","null","0","16","null","null","60","null","43","null","182","116","null","null","22","26","null","null",
"0500000US49027","Millard County, Utah","12733","*****","*****","null","11679","107","null","null","8","14","null","null","14","null","17","null","276","93","null","null","756","114","null","null",
"0500000US49029","Morgan County, Utah","11391","*****","*****","null","11063","114","null","null","14","16","null","null","64","null","44","null","122","72","null","null","128","68","null","null",
"0500000US49031","Piute County, Utah","1904","168","null","null","1895","167","null","null","0","11","null","null","7","null","7","null","2","3","null","null","0","11","null","null",
"0500000US49033","Rich County, Utah","2350","*****","*****","null","2335","17","null","null","0","11","null","null","2","null","4","null","4","7","null","null","9","15","null","null",
"0500000US49035","Salt Lake County, Utah","1120805","*****","*****","null","965248","2805","null","null","2587","653","null","null","9994","null","761","null","54458","1675","null","null","88518","2909","null","null",
"0500000US49037","San Juan County, Utah","15281","*****","*****","null","15099","72","null","null","0","18","null","null","44","null","36","null","26","22","null","null","112","64","null","null",
"0500000US49039","Sanpete County, Utah","29366","*****","*****","null","27952","195","null","null","25","23","null","null","79","null","57","null","452","121","null","null","858","168","null","null",
"0500000US49041","Sevier County, Utah","21118","*****","*****","null","20682","101","null","null","0","21","null","null","27","null","19","null","166","65","null","null","243","93","null","null",
"0500000US49043","Summit County, Utah","40511","*****","*****","null","36197","388","null","null","29","25","null","null","366","null","116","null","1307","266","null","null","2612","325","null","null",
"0500000US49045","Tooele County, Utah","65185","*****","*****","null","62235","466","null","null","56","29","null","null","242","null","110","null","984","222","null","null","1668","430","null","null",
"0500000US49047","Uintah County, Utah","36323","*****","*****","null","35170","299","null","null","15","21","null","null","312","null","135","null","386","173","null","null","440","189","null","null",
"0500000US49049","Utah County, Utah","590440","*****","*****","null","541782","1567","null","null","751","309","null","null","5130","null","419","null","15475","774","null","null","27302","1385","null","null",
"0500000US49051","Wasatch County, Utah","30523","*****","*****","null","27801","378","null","null","0","24","null","null","405","null","180","null","847","228","null","null","1470","353","null","null",
"0500000US49053","Washington County, Utah","160537","*****","*****","null","150592","854","null","null","202","155","null","null","1049","null","221","null","3657","496","null","null","5037","878","null","null",
"0500000US49055","Wayne County, Utah","2694","*****","*****","null","2567","43","null","null","0","11","null","null","10","null","15","null","49","35","null","null","68","49","null","null",
"0500000US49057","Weber County, Utah","247731","*****","*****","null","227506","1076","null","null","314","148","null","null","2148","null","407","null","6758","672","null","null","11005","877","null","null",
"0500000US50001","Addison County, Vermont","36939","*****","*****","null","34878","215","null","null","63","32","null","null","290","null","84","null","850","127","null","null","858","129","null","null",
"0500000US50003","Bennington County, Vermont","35920","*****","*****","null","34479","216","null","null","4","11","null","null","283","null","156","null","547","132","null","null","607","119","null","null",
"0500000US50005","Caledonia County, Vermont","30425","*****","*****","null","29560","165","null","null","31","35","null","null","159","null","56","null","341","79","null","null","334","132","null","null",
"0500000US50007","Chittenden County, Vermont","162052","*****","*****","null","145370","815","null","null","130","108","null","null","1985","null","314","null","7596","664","null","null","6971","753","null","null",
"0500000US50009","Essex County, Vermont","6208","*****","*****","null","5914","54","null","null","4","6","null","null","70","null","30","null","144","34","null","null","76","39","null","null",
"0500000US50011","Franklin County, Vermont","49025","*****","*****","null","47161","257","null","null","95","73","null","null","410","null","151","null","789","159","null","null","570","159","null","null",
"0500000US50013","Grand Isle County, Vermont","6965","*****","*****","null","6615","65","null","null","0","13","null","null","57","null","27","null","237","56","null","null","56","28","null","null",
"0500000US50015","Lamoille County, Vermont","25268","*****","*****","null","24241","221","null","null","18","27","null","null","221","null","110","null","275","97","null","null","513","181","null","null",
"0500000US50017","Orange County, Vermont","28937","*****","*****","null","28033","152","null","null","83","50","null","null","223","null","71","null","427","105","null","null","171","55","null","null",
"0500000US50019","Orleans County, Vermont","26911","*****","*****","null","25522","182","null","null","47","55","null","null","205","null","63","null","715","105","null","null","422","104","null","null",
"0500000US50021","Rutland County, Vermont","59273","*****","*****","null","57489","228","null","null","21","20","null","null","257","null","94","null","984","155","null","null","522","153","null","null",
"0500000US50023","Washington County, Vermont","58477","*****","*****","null","56233","268","null","null","30","21","null","null","556","null","132","null","1119","176","null","null","539","148","null","null",
"0500000US50025","Windham County, Vermont","43150","*****","*****","null","41103","226","null","null","85","45","null","null","470","null","144","null","827","123","null","null","665","173","null","null",
"0500000US50027","Windsor County, Vermont","55427","*****","*****","null","53071","322","null","null","143","89","null","null","376","null","116","null","852","150","null","null","985","248","null","null",
"0500000US51001","Accomack County, Virginia","32742","*****","*****","null","30333","373","null","null","106","111","null","null","193","null","94","null","454","192","null","null","1656","402","null","null",
"0500000US51003","Albemarle County, Virginia","106355","*****","*****","null","93401","723","null","null","268","137","null","null","1212","null","187","null","5059","626","null","null","6415","559","null","null",
"0500000US51005","Alleghany County, Virginia","15286","*****","*****","null","15111","82","null","null","0","19","null","null","17","null","13","null","70","41","null","null","88","60","null","null",
"0500000US51007","Amelia County, Virginia","12854","*****","*****","null","12656","119","null","null","0","19","null","null","68","null","62","null","61","97","null","null","69","62","null","null",
"0500000US51009","Amherst County, Virginia","31882","*****","*****","null","31054","193","null","null","64","56","null","null","237","null","103","null","297","96","null","null","230","106","null","null",
"0500000US51011","Appomattox County, Virginia","15577","*****","*****","null","15332","94","null","null","0","19","null","null","56","null","47","null","66","42","null","null","123","70","null","null",
"0500000US51013","Arlington County, Virginia","231803","*****","*****","null","170497","1719","null","null","1203","282","null","null","5323","null","526","null","25416","980","null","null","29364","1698","null","null",
"0500000US51015","Augusta County, Virginia","74701","*****","*****","null","72324","362","null","null","63","47","null","null","617","null","184","null","819","220","null","null","878","241","null","null",
"0500000US51017","Bath County, Virginia","4393","*****","*****","null","4301","54","null","null","0","12","null","null","14","null","21","null","14","23","null","null","64","44","null","null",
"0500000US51019","Bedford County, Virginia","77908","*****","*****","null","74953","403","null","null","108","73","null","null","647","null","258","null","1090","224","null","null","1110","290","null","null",
